  0.10000000E+000  0.00000000E+000  0.00000000E+000
  0.30002000E+000  0.00000000E+000  0.00000000E+000
  0.50004001E+000  0.00000000E+000  0.00000000E+000
  0.70006001E+000  0.00000000E+000  0.00000000E+000
  0.90008002E+000  0.00000000E+000  0.00000000E+000
  0.11001000E+001  0.00000000E+000  0.00000000E+000
  0.13001200E+001  0.00000000E+000  0.00000000E+000
  0.15001400E+001  0.00000000E+000  0.00000000E+000
  0.17001600E+001  0.00000000E+000  0.00000000E+000
  0.19001800E+001  0.00000000E+000  0.00000000E+000
  0.21002000E+001  0.00000000E+000  0.00000000E+000
  0.23002200E+001  0.00000000E+000  0.00000000E+000
  0.25002400E+001  0.00000000E+000  0.00000000E+000
  0.27002601E+001  0.00000000E+000  0.00000000E+000
  0.29002801E+001  0.00000000E+000  0.00000000E+000
  0.31003001E+001  0.00000000E+000  0.00000000E+000
  0.33003201E+001  0.00000000E+000  0.00000000E+000
  0.35003401E+001  0.00000000E+000  0.00000000E+000
  0.37003601E+001  0.00000000E+000  0.00000000E+000
  0.39003801E+001  0.00000000E+000  0.00000000E+000
  0.41004001E+001  0.00000000E+000  0.00000000E+000
  0.43004201E+001  0.00000000E+000  0.00000000E+000
  0.45004401E+001  0.00000000E+000  0.00000000E+000
  0.47004601E+001  0.00000000E+000  0.00000000E+000
  0.49004801E+001  0.00000000E+000  0.00000000E+000
  0.51005001E+001  0.00000000E+000  0.00000000E+000
  0.53005201E+001  0.00000000E+000  0.00000000E+000
  0.55005401E+001  0.00000000E+000  0.00000000E+000
  0.57005601E+001  0.00000000E+000  0.00000000E+000
  0.59005801E+001  0.00000000E+000  0.00000000E+000
  0.61006001E+001  0.00000000E+000  0.00000000E+000
  0.63006201E+001  0.00000000E+000  0.00000000E+000
  0.65006401E+001  0.00000000E+000  0.00000000E+000
  0.67006601E+001  0.00000000E+000  0.00000000E+000
  0.69006801E+001  0.00000000E+000  0.00000000E+000
  0.71007001E+001  0.00000000E+000  0.00000000E+000
  0.73007201E+001  0.00000000E+000  0.00000000E+000
  0.75007401E+001  0.00000000E+000  0.00000000E+000
  0.77007602E+001  0.00000000E+000  0.00000000E+000
  0.79007802E+001  0.00000000E+000  0.00000000E+000
  0.81008002E+001  0.00000000E+000  0.00000000E+000
  0.83008202E+001  0.00000000E+000  0.00000000E+000
  0.85008402E+001  0.00000000E+000  0.00000000E+000
  0.87008602E+001  0.00000000E+000  0.00000000E+000
  0.89008802E+001  0.00000000E+000  0.00000000E+000
  0.91009002E+001  0.00000000E+000  0.00000000E+000
  0.93009202E+001  0.00000000E+000  0.00000000E+000
